competencia,cod_municipio,CNES,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,leitos,leitos_sus,leitos_uti,leitos_uti_sus,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS,flag_inconsistencia
202501,260290,0000027,M,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,260290,0000035,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,260290,0000094,M,07,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,260290,0000183,M,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,59,0,5,0,5,0,0,0,0,0,0,0,0,0,0
202501,260290,0000221,M,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,52,0,10,0,10,0,0,0,0,0,0,0,0,0,0
202501,261160,0000396,E,05,HOSPITAL GERAL,2011,HOSPITAL_PRIVADO,310,300,25,20,15,10,0,0,10,10,0,0,0,0,0
202501,261160,0000418,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,401,401,59,59,44,44,0,0,15,15,0,0,0,0,0
202501,261160,0000426,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,644,630,84,70,50,50,34,20,0,0,0,0,0,0,0
202501,261160,0000434,E,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,1056,1046,155,145,81,81,46,46,28,18,0,0,0,0,0
202501,261160,0000477,E,05,HOSPITAL GERAL,1147,HOSPITAL_PÚBLICO,488,465,60,37,40,27,20,10,0,0,0,0,0,0,0
202501,261160,0000485,D,07,HOSPITAL ESPECIALIZADO,3069,HOSPITAL_FILANTRÓPICO,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,261160,0000566,D,05,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,242,202,56,22,16,15,37,7,3,0,0,0,0,0,0
202501,261160,0000582,E,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,263,263,35,35,35,35,0,0,0,0,0,0,0,0,0
202501,261160,0000655,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,835,822,66,53,48,40,16,11,0,0,2,2,0,0,0
202501,261160,0000671,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,65,56,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,261160,0000701,M,07,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,261160,0000809,E,07,HOSPITAL ESPECIALIZADO,1147,HOSPITAL_PÚBLICO,67,67,4,4,4,4,0,0,0,0,0,0,0,0,0
202501,261160,0000930,M,07,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,261160,0000981,E,05,HOSPITAL GERAL,1147,HOSPITAL_PÚBLICO,79,79,10,10,5,5,5,5,0,0,0,0,0,0,0
202501,261160,0001015,M,07,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,261160,0001120,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,804,205,235,54,197,50,14,4,16,0,0,0,8,0,0
202501,261160,0001465,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,261160,0001546,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,280030,0002232,E,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,263,194,57,50,17,10,10,10,30,30,0,0,0,0,0
202501,280030,0002275,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,113,78,18,17,18,17,0,0,0,0,0,0,0,0,0
202501,280030,0002283,E,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,256,188,62,33,62,33,0,0,0,0,0,0,0,0,0
202501,280030,0002372,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,280030,0002534,M,05,HOSPITAL GERAL,2011,HOSPITAL_PRIVADO,171,171,20,20,10,10,10,10,0,0,0,0,0,0,0
202501,280030,0002585,M,05,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,179,9,66,9,39,9,7,0,0,0,0,0,20,0,0
202501,280030,0002593,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,88,0,24,0,0,0,0,0,24,0,0,0,0,0,0
202501,280030,0003085,E,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,120,80,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,280030,0003417,M,07,HOSPITAL ESPECIALIZADO,3069,HOSPITAL_FILANTRÓPICO,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0003778,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,163,163,10,10,10,10,0,0,0,0,0,0,0,0,0
202501,292740,0003786,D,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,255,255,20,20,20,20,0,0,0,0,0,0,0,0,0
202501,292740,0003794,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0003808,M,05,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,290,19,19,19,13,13,6,6,0,0,0,0,0,0,0
202501,292740,0003816,D,05,HOSPITAL GERAL,1104,HOSPITAL_PÚBLICO,385,385,30,30,20,20,10,10,0,0,0,0,0,0,0
202501,292740,0003832,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,460,154,126,24,101,17,23,5,2,2,0,0,0,0,0
202501,292740,0003840,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0003859,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,737,717,137,122,96,81,16,16,25,25,0,0,0,0,0
202501,292740,0003875,E,05,HOSPITAL GERAL,1104,HOSPITAL_PÚBLICO,259,259,53,53,33,33,8,8,4,4,0,0,8,8,0
202501,292740,0003921,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0003980,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,144,144,10,10,10,10,0,0,0,0,0,0,0,0,0
202501,292740,0004065,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,216,216,17,17,17,17,0,0,0,0,0,0,0,0,0
202501,292740,0004073,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,184,177,50,50,50,50,0,0,0,0,0,0,0,0,0
202501,292740,0004081,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,90,65,10,0,0,0,0,0,10,0,0,0,0,0,0
202501,292740,0004170,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0004251,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,345,37,94,9,74,9,0,0,20,0,0,0,0,0,0
202501,292740,0004278,D,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,209,209,42,42,2,2,30,30,10,10,0,0,0,0,0
202501,292740,0004286,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0004294,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,352,344,60,60,48,48,8,8,0,0,4,4,0,0,0
202501,292740,0004472,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0004731,E,07,HOSPITAL ESPECIALIZADO,1104,HOSPITAL_PÚBLICO,81,81,10,10,0,0,0,0,10,10,0,0,0,0,0
202501,292740,0004987,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0005428,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,160,130,50,20,50,20,0,0,0,0,0,0,0,0,0
202501,292740,0005436,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0006157,D,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,292740,0007382,M,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,150240,0007641,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,158,154,24,20,24,20,0,0,0,0,0,0,0,0,0
202501,150240,0007684,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,149,114,10,7,10,7,0,0,0,0,0,0,0,0,0
202501,150240,0007714,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,353440,0008028,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,225,201,28,20,20,12,8,8,0,0,0,0,0,0,0
202501,353440,0008036,M,07,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,183,175,18,18,0,0,0,0,18,18,0,0,0,0,0
202501,353440,0008052,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,250,250,48,48,40,40,8,8,0,0,0,0,0,0,0
202501,353440,0008087,M,20,PRONTO SOCORRO GERAL,1244,HOSPITAL_PÚBLICO,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,353440,0008141,M,20,PRONTO SOCORRO GERAL,1244,HOSPITAL_PÚBLICO,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,354780,0008923,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,296,296,60,60,50,50,10,10,0,0,0,0,0,0,0
202501,354990,0009164,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,354990,0009539,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,54,5,18,0,9,0,0,0,9,0,0,0,0,0,0
202501,354990,0009601,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,87,72,13,12,13,12,0,0,0,0,0,0,0,0,0
202501,354990,0009628,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,388,388,72,72,54,54,8,8,10,10,0,0,0,0,0
202501,354990,0009636,M,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,500270,0009709,M,05,HOSPITAL GERAL,2011,HOSPITAL_PRIVADO,214,206,31,27,19,16,6,5,6,6,0,0,0,0,0
202501,500270,0009717,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,744,650,112,90,80,72,14,10,18,8,0,0,0,0,0
202501,500270,0009725,D,05,HOSPITAL GERAL,1147,HOSPITAL_PÚBLICO,362,362,75,75,47,47,8,8,10,10,0,0,10,10,0
202501,500270,0009733,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,151,141,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,500270,0009768,M,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,178,129,26,20,0,0,0,0,26,20,0,0,0,0,0
202501,500270,0009776,M,07,HOSPITAL ESPECIALIZADO,3069,HOSPITAL_FILANTRÓPICO,64,55,10,10,10,10,0,0,0,0,0,0,0,0,0
202501,500270,0009784,M,05,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,27,0,6,0,6,0,0,0,0,0,0,0,0,0,0
202501,500270,0009792,M,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,193,66,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,530010,0010456,E,05,HOSPITAL GERAL,3077,HOSPITAL_FILANTRÓPICO,890,888,88,86,52,50,17,17,3,3,0,0,16,16,0
202501,530010,0010464,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,353,320,34,16,20,10,0,0,0,0,14,6,0,0,0
202501,530010,0010472,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,421,413,20,20,20,20,0,0,0,0,0,0,0,0,0
202501,530010,0010480,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,554,533,20,14,10,6,0,0,10,8,0,0,0,0,0
202501,530010,0010499,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,459,433,21,11,8,6,5,2,8,3,0,0,0,0,0
202501,530010,0010502,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,271,229,18,6,8,6,0,0,10,0,0,0,0,0,0
202501,530010,0010510,E,05,HOSPITAL GERAL,1139,HOSPITAL_PÚBLICO,227,203,39,29,19,19,10,0,10,10,0,0,0,0,0
202501,530010,0010529,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,142,136,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,530010,0010537,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,263,241,56,50,10,4,16,16,30,30,0,0,0,0,0
202501,530010,0010545,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,123,117,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,530010,0010561,E,05,HOSPITAL GERAL,1015,HOSPITAL_PÚBLICO,80,0,10,0,10,0,0,0,0,0,0,0,0,0,0
202501,530010,0010618,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,320530,0011738,E,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,279,113,50,10,30,10,0,0,10,0,0,0,10,0,0
202501,320530,0011746,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,234,194,36,23,28,15,0,0,0,0,0,0,8,8,0
202501,320530,0011800,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,183,168,31,31,0,0,16,16,9,9,6,6,0,0,0
202501,320530,0011843,E,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,87,61,10,7,0,0,0,0,10,7,0,0,0,0,0
202501,320530,0011991,E,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,138,105,20,14,20,14,0,0,0,0,0,0,0,0,0
202501,320530,0012017,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,47,37,10,0,8,0,2,0,0,0,0,0,0,0,0
202501,330330,0012505,M,05,HOSPITAL GERAL,2011,HOSPITAL_PRIVADO,247,215,34,34,16,16,0,0,8,8,0,0,10,10,0
202501,330330,0012513,M,05,HOSPITAL GERAL,1155,HOSPITAL_PÚBLICO,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,330330,0012521,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,241,221,45,30,35,30,0,0,10,0,0,0,0,0,0
202501,330330,0012548,M,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,330330,0012556,M,05,HOSPITAL GERAL,1155,HOSPITAL_PÚBLICO,80,80,6,6,6,6,0,0,0,0,0,0,0,0,0
202501,330330,0012599,M,07,HOSPITAL ESPECIALIZADO,1155,HOSPITAL_PÚBLICO,81,79,24,22,0,0,17,15,7,7,0,0,0,0,0
202501,330330,0012610,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,330330,0012718,M,07,HOSPITAL ESPECIALIZADO,1155,HOSPITAL_PÚBLICO,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,330330,0012769,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,81,32,10,0,10,0,0,0,0,0,0,0,0,0,0
202501,330330,0012823,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410020,0013102,D,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410400,0013633,E,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,483,411,125,86,96,57,10,10,9,9,0,0,10,10,0
202501,410420,0013838,E,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,156,145,30,28,30,28,0,0,0,0,0,0,0,0,0
202501,410420,0013846,E,05,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,890,838,386,365,242,226,26,25,108,104,0,0,10,10,0
202501,410420,0014001,E,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410430,0014109,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,156,129,33,28,23,20,3,3,7,5,0,0,0,0,0
202501,410430,0014125,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,105,71,20,10,20,10,0,0,0,0,0,0,0,0,0
202501,410620,0015180,E,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0015245,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,493,440,93,82,53,50,10,6,20,20,10,6,0,0,0
202501,410690,0015318,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,264,11,61,3,41,2,5,0,15,1,0,0,0,0,0
202501,410690,0015334,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,488,342,78,48,78,48,0,0,0,0,0,0,0,0,0
202501,410690,0015369,D,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,334,324,70,60,60,50,2,2,8,8,0,0,0,0,0
202501,410690,0015407,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,206,206,29,29,29,29,0,0,0,0,0,0,0,0,0
202501,410690,0015415,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0015423,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,162,60,28,14,28,14,0,0,0,0,0,0,0,0,0
202501,410690,0015563,D,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,361,230,68,46,0,0,48,34,20,12,0,0,0,0,0
202501,410690,0015601,M,05,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0015636,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0015644,D,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,250,180,31,24,23,20,8,4,0,0,0,0,0,0,0
202501,410690,0015660,M,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0015717,M,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,64,0,10,0,0,0,0,0,10,0,0,0,0,0,0
202501,410690,0015806,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0015962,M,05,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,58,0,8,0,8,0,0,0,0,0,0,0,0,0,0
202501,410690,0016209,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0016365,M,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,335,110,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410690,0016462,M,05,HOSPITAL GERAL,1279,HOSPITAL_PÚBLICO,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,410765,0017574,D,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,411320,0017663,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,411430,0017779,E,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,411850,0017868,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,153,108,25,20,13,8,5,5,5,5,0,0,2,2,0
202501,411850,0017884,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,135,104,20,20,10,10,3,3,7,7,0,0,0,0,0
202501,411915,0018090,E,05,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,42,37,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,411915,0018260,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,411915,0018333,E,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,411950,0018368,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,411950,0018384,E,07,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,412220,0018600,E,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,412230,0018694,D,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,412760,0019194,D,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,412788,0019208,D,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,420540,0019283,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,100,88,10,10,0,0,0,0,10,10,0,0,0,0,0
202501,420540,0019305,E,05,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,65,65,20,20,20,20,0,0,0,0,0,0,0,0,0
202501,420540,0019402,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,187,97,30,10,30,10,0,0,0,0,0,0,0,0,0
202501,420540,0019445,E,07,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,105,105,10,10,10,10,0,0,0,0,0,0,0,0,0
202501,420540,0019607,M,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,261160,0020516,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,520870,0024074,M,07,HOSPITAL ESPECIALIZADO,1031,HOSPITAL_PÚBLICO,200,173,67,40,57,30,0,0,10,10,0,0,0,0,0
202501,330630,0025135,M,05,HOSPITAL GERAL,1120,HOSPITAL_PÚBLICO,171,155,19,9,9,9,0,0,10,0,0,0,0,0,0
202501,330630,0025143,M,05,HOSPITAL GERAL,1031,HOSPITAL_PÚBLICO,183,179,10,6,10,6,0,0,0,0,0,0,0,0,0
202501,330630,0025186,M,05,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,59,27,15,5,10,5,0,0,5,0,0,0,0,0,0
202501,411320,0025399,E,07,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,270430,0026042,M,07,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,330630,0026050,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,125,18,30,6,20,6,5,0,5,0,0,0,0,0,0
202501,354990,0026417,M,05,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,310620,0026719,M,07,HOSPITAL ESPECIALIZADO,2054,HOSPITAL_PRIVADO,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,310620,0026727,M,05,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,310620,0026794,M,07,HOSPITAL ESPECIALIZADO,3069,HOSPITAL_FILANTRÓPICO,290,290,50,50,0,0,0,0,50,50,0,0,0,0,0
202501,310620,0026808,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,162,108,20,12,20,12,0,0,0,0,0,0,0,0,0
202501,310620,0026824,M,05,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,118,1,19,0,19,0,0,0,0,0,0,0,0,0,0
202501,310620,0026840,M,05,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,341,341,60,60,60,60,0,0,0,0,0,0,0,0,0
202501,310620,0026859,M,05,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,417,73,60,11,60,11,0,0,0,0,0,0,0,0,0
202501,310620,0026921,M,05,HOSPITAL GERAL,1147,HOSPITAL_PÚBLICO,487,484,107,104,88,88,10,10,0,0,9,6,0,0,0
202501,310620,0026948,M,07,HOSPITAL ESPECIALIZADO,1147,HOSPITAL_PÚBLICO,157,157,18,18,0,0,18,18,0,0,0,0,0,0,0
202501,310620,0026964,M,05,HOSPITAL GERAL,1147,HOSPITAL_PÚBLICO,83,83,10,10,10,10,0,0,0,0,0,0,0,0,0
202501,310620,0026972,M,07,HOSPITAL ESPECIALIZADO,1147,HOSPITAL_PÚBLICO,151,151,30,30,10,10,0,0,20,20,0,0,0,0,0
202501,310620,0026999,M,07,HOSPITAL ESPECIALIZADO,1147,HOSPITAL_PÚBLICO,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,310620,0027014,M,05,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,1153,1153,194,194,124,124,30,30,20,20,0,0,20,20,0
202501,310620,0027022,M,05,HOSPITAL GERAL,1147,HOSPITAL_PÚBLICO,306,297,40,31,30,21,0,0,10,10,0,0,0,0,0
